Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81247,81247,61247,IR1 scenario 1211,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81248,81248,61248,IR1 scenario 1212,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81249,81249,61249,IR1 scenario 1213,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81250,81250,61250,IR1 scenario 1214,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81251,81251,61251,IR1 scenario 1215,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81252,81252,61252,IR1 scenario 1216,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81253,81253,61253,IR1 scenario 1217,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81254,81254,61254,IR1 scenario 1218,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81255,81255,61255,IR1 scenario 1219,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81256,81256,61256,IR1 scenario 1220,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81257,81257,61257,IR1 scenario 1221,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81258,81258,61258,IR1 scenario 1222,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81259,81259,61259,IR1 scenario 1223,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81260,81260,61260,IR1 scenario 1224,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81261,81261,61261,IR1 scenario 1225,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81262,81262,61262,IR1 scenario 1226,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81263,81263,61263,IR1 scenario 1227,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81264,81264,61264,IR1 scenario 1228,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81265,81265,61265,IR1 scenario 1229,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81266,81266,61266,IR1 scenario 1230,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81267,81267,61267,IR1 scenario 1231,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81268,81268,61268,IR1 scenario 1232,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81269,81269,61269,IR1 scenario 1233,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81270,81270,61270,IR1 scenario 1234,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81271,81271,61271,IR1 scenario 1235,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81272,81272,61272,IR1 scenario 1236,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81273,81273,61273,IR1 scenario 1237,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81274,81274,61274,IR1 scenario 1238,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81275,81275,61275,IR1 scenario 1239,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81276,81276,61276,IR1 scenario 1240,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1030,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81277,81277,61277,IR1 scenario 1241,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81278,81278,61278,IR1 scenario 1242,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81279,81279,61279,IR1 scenario 1243,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81280,81280,61280,IR1 scenario 1244,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81281,81281,61281,IR1 scenario 1245,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81282,81282,61282,IR1 scenario 1246,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81283,81283,61283,IR1 scenario 1247,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81284,81284,61284,IR1 scenario 1248,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81285,81285,61285,IR1 scenario 1249,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81286,81286,61286,IR1 scenario 1250,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81287,81287,61287,IR1 scenario 1251,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81288,81288,61288,IR1 scenario 1252,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81289,81289,61289,IR1 scenario 1253,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81290,81290,61290,IR1 scenario 1254,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81291,81291,61291,IR1 scenario 1255,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81292,81292,61292,IR1 scenario 1256,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81293,81293,61293,IR1 scenario 1257,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81294,81294,61294,IR1 scenario 1258,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81295,81295,61295,IR1 scenario 1259,Failed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81296,81296,61296,IR1 scenario 1260,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81297,81297,61297,IR1 scenario 1261,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81298,81298,61298,IR1 scenario 1262,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81299,81299,61299,IR1 scenario 1263,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81300,81300,61300,IR1 scenario 1264,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81301,81301,61301,IR1 scenario 1265,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81302,81302,61302,IR1 scenario 1266,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81303,81303,61303,IR1 scenario 1267,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81304,81304,61304,IR1 scenario 1268,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81305,81305,61305,IR1 scenario 1269,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81306,81306,61306,IR1 scenario 1270,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81307,81307,61307,IR1 scenario 1271,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81308,81308,61308,IR1 scenario 1272,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81309,81309,61309,IR1 scenario 1273,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81310,81310,61310,IR1 scenario 1274,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81311,81311,61311,IR1 scenario 1275,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81312,81312,61312,IR1 scenario 1276,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81313,81313,61313,IR1 scenario 1277,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81314,81314,61314,IR1 scenario 1278,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81315,81315,61315,IR1 scenario 1279,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81316,81316,61316,IR1 scenario 1280,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1031,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81317,81317,61317,IR1 scenario 1281,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81318,81318,61318,IR1 scenario 1282,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81319,81319,61319,IR1 scenario 1283,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81320,81320,61320,IR1 scenario 1284,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81321,81321,61321,IR1 scenario 1285,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81322,81322,61322,IR1 scenario 1286,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81323,81323,61323,IR1 scenario 1287,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81324,81324,61324,IR1 scenario 1288,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81325,81325,61325,IR1 scenario 1289,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81326,81326,61326,IR1 scenario 1290,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81327,81327,61327,IR1 scenario 1291,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81328,81328,61328,IR1 scenario 1292,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81329,81329,61329,IR1 scenario 1293,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81330,81330,61330,IR1 scenario 1294,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81331,81331,61331,IR1 scenario 1295,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81332,81332,61332,IR1 scenario 1296,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81333,81333,61333,IR1 scenario 1297,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81334,81334,61334,IR1 scenario 1298,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81335,81335,61335,IR1 scenario 1299,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81336,81336,61336,IR1 scenario 1300,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81337,81337,61337,IR1 scenario 1301,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81338,81338,61338,IR1 scenario 1302,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81339,81339,61339,IR1 scenario 1303,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81340,81340,61340,IR1 scenario 1304,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81341,81341,61341,IR1 scenario 1305,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81342,81342,61342,IR1 scenario 1306,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81343,81343,61343,IR1 scenario 1307,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81344,81344,61344,IR1 scenario 1308,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81345,81345,61345,IR1 scenario 1309,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81346,81346,61346,IR1 scenario 1310,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81347,81347,61347,IR1 scenario 1311,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81348,81348,61348,IR1 scenario 1312,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81349,81349,61349,IR1 scenario 1313,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81350,81350,61350,IR1 scenario 1314,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81351,81351,61351,IR1 scenario 1315,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81352,81352,61352,IR1 scenario 1316,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81353,81353,61353,IR1 scenario 1317,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81354,81354,61354,IR1 scenario 1318,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81355,81355,61355,IR1 scenario 1319,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81356,81356,61356,IR1 scenario 1320,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1032,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81357,81357,61357,IR1 scenario 1321,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81358,81358,61358,IR1 scenario 1322,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81359,81359,61359,IR1 scenario 1323,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81360,81360,61360,IR1 scenario 1324,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81361,81361,61361,IR1 scenario 1325,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81362,81362,61362,IR1 scenario 1326,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81363,81363,61363,IR1 scenario 1327,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81364,81364,61364,IR1 scenario 1328,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81365,81365,61365,IR1 scenario 1329,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81366,81366,61366,IR1 scenario 1330,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81367,81367,61367,IR1 scenario 1331,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81368,81368,61368,IR1 scenario 1332,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81369,81369,61369,IR1 scenario 1333,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81370,81370,61370,IR1 scenario 1334,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81371,81371,61371,IR1 scenario 1335,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81372,81372,61372,IR1 scenario 1336,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81373,81373,61373,IR1 scenario 1337,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81374,81374,61374,IR1 scenario 1338,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81375,81375,61375,IR1 scenario 1339,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81376,81376,61376,IR1 scenario 1340,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81377,81377,61377,IR1 scenario 1341,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81378,81378,61378,IR1 scenario 1342,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81379,81379,61379,IR1 scenario 1343,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81380,81380,61380,IR1 scenario 1344,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81381,81381,61381,IR1 scenario 1345,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81382,81382,61382,IR1 scenario 1346,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81383,81383,61383,IR1 scenario 1347,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81384,81384,61384,IR1 scenario 1348,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81385,81385,61385,IR1 scenario 1349,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81386,81386,61386,IR1 scenario 1350,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81387,81387,61387,IR1 scenario 1351,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81388,81388,61388,IR1 scenario 1352,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81389,81389,61389,IR1 scenario 1353,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81390,81390,61390,IR1 scenario 1354,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81391,81391,61391,IR1 scenario 1355,Not Relevant,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81392,81392,61392,IR1 scenario 1356,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81393,81393,61393,IR1 scenario 1357,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81394,81394,61394,IR1 scenario 1358,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81395,81395,61395,IR1 scenario 1359,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81396,81396,61396,IR1 scenario 1360,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1033,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81397,81397,61397,IR1 scenario 1361,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1034,Requirement,
GC SAP Upgrade / IR1 / Finance / Team Finance,TR-81398,81398,61398,IR1 scenario 1362,Passed,A. Sylaj,15/09/2026,SAP FI,Finance,REQ-1034,Requirement,
