Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / IR1 / Sales / Team Sales,TR-68134,68134,41134,Order Entry – Sales scenario 42,Passed,K. Ergün,03.08.2026,SAP SD,Order Entry,REQ-1220,Order Entry requirement,
GC SAP Upgrade / IR1 / Sales / Team Sales,TR-68135,68135,41135,Pricing – Sales scenario 43,Passed,S. Weber,19.08.2026,SAP SD,Pricing,REQ-1221,Pricing requirement,
GC SAP Upgrade / IR1 / Sales / Team Sales,TR-68136,68136,41136,Order Entry – Sales scenario 44,Passed,A. Sylaj,13.08.2026,SAP SD,Order Entry,REQ-1221,Order Entry requirement,
GC SAP Upgrade / IR1 / Sales / Team Sales,TR-68137,68137,41137,Pricing – Sales scenario 45,Failed,M. Brinkmann,14.08.2026,SAP SD,Pricing,REQ-1221,Pricing requirement,GCSAP-2111
GC SAP Upgrade / IR1 / Sales / Team Sales,TR-68138,68138,41138,Order Entry – Sales scenario 46,Passed,M. Brinkmann,17.08.2026,SAP SD,Order Entry,REQ-1221,Order Entry requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68139,68139,41139,Material – Master Data scenario 01,Passed,K. Ergün,03.08.2026,SAP MM,Material,REQ-1222,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68140,68140,41140,Material – Master Data scenario 02,Blocked,M. Brinkmann,26.08.2026,SAP MM,Material,REQ-1222,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68141,68141,41141,Vendor – Master Data scenario 03,Blocked,R. Petrov,20.08.2026,SAP MM,Vendor,REQ-1222,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68142,68142,41142,Vendor – Master Data scenario 04,Passed,R. Petrov,14.08.2026,SAP MM,Vendor,REQ-1222,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68143,68143,41143,Customer – Master Data scenario 05,Passed,R. Petrov,10.08.2026,SAP MM,Customer,REQ-1222,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68144,68144,41144,Material – Master Data scenario 06,Passed,R. Petrov,13.08.2026,SAP MM,Material,REQ-1222,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68145,68145,41145,Vendor – Master Data scenario 07,Passed,A. Sylaj,19.08.2026,SAP MM,Vendor,REQ-1222,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68146,68146,41146,Customer – Master Data scenario 08,Passed,R. Petrov,25.08.2026,SAP MM,Customer,REQ-1223,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68147,68147,41147,Vendor – Master Data scenario 09,Failed,M. Brinkmann,21.08.2026,SAP MM,Vendor,REQ-1223,Vendor requirement,GCSAP-2107
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68148,68148,41148,Vendor – Master Data scenario 10,Passed,S. Weber,17.08.2026,SAP MM,Vendor,REQ-1223,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68149,68149,41149,Customer – Master Data scenario 11,Passed,M. Brinkmann,27.08.2026,SAP MM,Customer,REQ-1223,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68150,68150,41150,Customer – Master Data scenario 12,Passed,K. Ergün,20.08.2026,SAP MM,Customer,REQ-1223,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68151,68151,41151,Vendor – Master Data scenario 13,Passed,R. Petrov,04.08.2026,SAP MM,Vendor,REQ-1223,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68152,68152,41152,Material – Master Data scenario 14,Passed,S. Weber,25.08.2026,SAP MM,Material,REQ-1223,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68153,68153,41153,Vendor – Master Data scenario 15,Failed,M. Brinkmann,05.08.2026,SAP MM,Vendor,REQ-1224,Vendor requirement,GCSAP-2105
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68154,68154,41154,Material – Master Data scenario 16,Passed,A. Sylaj,14.08.2026,SAP MM,Material,REQ-1224,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68155,68155,41155,Customer – Master Data scenario 17,Passed,S. Weber,24.08.2026,SAP MM,Customer,REQ-1224,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68156,68156,41156,Material – Master Data scenario 18,Passed,R. Petrov,25.08.2026,SAP MM,Material,REQ-1224,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68157,68157,41157,Material – Master Data scenario 19,Passed,M. Brinkmann,07.08.2026,SAP MM,Material,REQ-1224,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68158,68158,41158,Vendor – Master Data scenario 20,Passed,A. Sylaj,21.08.2026,SAP MM,Vendor,REQ-1224,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68159,68159,41159,Vendor – Master Data scenario 21,Passed,M. Brinkmann,07.08.2026,SAP MM,Vendor,REQ-1224,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68160,68160,41160,Vendor – Master Data scenario 22,Passed,M. Brinkmann,14.08.2026,SAP MM,Vendor,REQ-1225,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68161,68161,41161,Vendor – Master Data scenario 23,Passed,A. Sylaj,06.08.2026,SAP MM,Vendor,REQ-1225,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68162,68162,41162,Customer – Master Data scenario 24,Blocked,R. Petrov,11.08.2026,SAP MM,Customer,REQ-1225,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68163,68163,41163,Material – Master Data scenario 25,Passed,S. Weber,03.08.2026,SAP MM,Material,REQ-1225,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68164,68164,41164,Material – Master Data scenario 26,Passed,K. Ergün,17.08.2026,SAP MM,Material,REQ-1225,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68165,68165,41165,Customer – Master Data scenario 27,Passed,A. Sylaj,12.08.2026,SAP MM,Customer,REQ-1225,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68166,68166,41166,Material – Master Data scenario 28,Passed,M. Brinkmann,03.08.2026,SAP MM,Material,REQ-1225,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68167,68167,41167,Material – Master Data scenario 29,Passed,L. Haas,05.08.2026,SAP MM,Material,REQ-1226,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68168,68168,41168,Customer – Master Data scenario 30,Blocked,R. Petrov,12.08.2026,SAP MM,Customer,REQ-1226,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68169,68169,41169,Customer – Master Data scenario 31,Passed,K. Ergün,18.08.2026,SAP MM,Customer,REQ-1226,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68170,68170,41170,Material – Master Data scenario 32,Passed,A. Sylaj,25.08.2026,SAP MM,Material,REQ-1226,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68171,68171,41171,Customer – Master Data scenario 33,Passed,M. Brinkmann,11.08.2026,SAP MM,Customer,REQ-1226,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68172,68172,41172,Material – Master Data scenario 34,Passed,A. Sylaj,14.08.2026,SAP MM,Material,REQ-1226,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68173,68173,41173,Vendor – Master Data scenario 35,Passed,R. Petrov,12.08.2026,SAP MM,Vendor,REQ-1226,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68174,68174,41174,Material – Master Data scenario 36,Passed,M. Brinkmann,28.08.2026,SAP MM,Material,REQ-1227,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68175,68175,41175,Material – Master Data scenario 37,Passed,M. Brinkmann,28.08.2026,SAP MM,Material,REQ-1227,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68176,68176,41176,Material – Master Data scenario 38,Passed,R. Petrov,19.08.2026,SAP MM,Material,REQ-1227,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68177,68177,41177,Vendor – Master Data scenario 39,Passed,M. Brinkmann,05.08.2026,SAP MM,Vendor,REQ-1227,Vendor requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68178,68178,41178,Material – Master Data scenario 40,Passed,K. Ergün,25.08.2026,SAP MM,Material,REQ-1227,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68179,68179,41179,Material – Master Data scenario 41,Passed,L. Haas,19.08.2026,SAP MM,Material,REQ-1227,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68180,68180,41180,Material – Master Data scenario 42,Passed,L. Haas,05.08.2026,SAP MM,Material,REQ-1227,Material requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68181,68181,41181,Customer – Master Data scenario 43,Blocked,S. Weber,06.08.2026,SAP MM,Customer,REQ-1228,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68182,68182,41182,Customer – Master Data scenario 44,Passed,R. Petrov,14.08.2026,SAP MM,Customer,REQ-1228,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68183,68183,41183,Customer – Master Data scenario 45,Passed,S. Weber,18.08.2026,SAP MM,Customer,REQ-1228,Customer requirement,
GC SAP Upgrade / IR1 / Master Data / Team Basis,TR-68184,68184,41184,Material – Master Data scenario 46,Passed,A. Sylaj,24.08.2026,SAP MM,Material,REQ-1228,Material requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68185,68185,41185,Asset Accounting – Finance scenario 01,Failed,R. Petrov,15.09.2026,SAP FI,Asset Accounting,REQ-1229,Asset Accounting requirement,GCSAP-2101
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68186,68186,41186,General Ledger – Finance scenario 02,Failed,M. Brinkmann,07.09.2026,SAP FI,General Ledger,REQ-1229,General Ledger requirement,GCSAP-2105
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68187,68187,41187,Asset Accounting – Finance scenario 03,Passed,L. Haas,14.09.2026,SAP FI,Asset Accounting,REQ-1229,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68188,68188,41188,Accounts Payable – Finance scenario 04,Unexecuted,,,SAP FI,Accounts Payable,REQ-1229,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68189,68189,41189,Asset Accounting – Finance scenario 05,Passed,L. Haas,14.09.2026,SAP FI,Asset Accounting,REQ-1229,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68190,68190,41190,Accounts Payable – Finance scenario 06,Passed,A. Sylaj,08.09.2026,SAP FI,Accounts Payable,REQ-1229,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68191,68191,41191,General Ledger – Finance scenario 07,Passed,R. Petrov,16.09.2026,SAP FI,General Ledger,REQ-1229,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68192,68192,41192,Accounts Payable – Finance scenario 08,Unexecuted,,,SAP FI,Accounts Payable,REQ-1230,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68193,68193,41193,Accounts Payable – Finance scenario 09,Passed,K. Ergün,07.09.2026,SAP FI,Accounts Payable,REQ-1230,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68194,68194,41194,Accounts Payable – Finance scenario 10,Unexecuted,,,SAP FI,Accounts Payable,REQ-1230,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68195,68195,41195,General Ledger – Finance scenario 11,Passed,R. Petrov,14.09.2026,SAP FI,General Ledger,REQ-1230,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68196,68196,41196,Accounts Payable – Finance scenario 12,Unexecuted,,,SAP FI,Accounts Payable,REQ-1230,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68197,68197,41197,Asset Accounting – Finance scenario 13,Passed,M. Brinkmann,09.09.2026,SAP FI,Asset Accounting,REQ-1230,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68198,68198,41198,Accounts Payable – Finance scenario 14,Passed,S. Weber,17.09.2026,SAP FI,Accounts Payable,REQ-1230,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68199,68199,41199,Accounts Payable – Finance scenario 15,Passed,A. Sylaj,08.09.2026,SAP FI,Accounts Payable,REQ-1231,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68200,68200,41200,Accounts Payable – Finance scenario 16,Unexecuted,,,SAP FI,Accounts Payable,REQ-1231,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68201,68201,41201,General Ledger – Finance scenario 17,Passed,M. Brinkmann,16.09.2026,SAP FI,General Ledger,REQ-1231,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68202,68202,41202,General Ledger – Finance scenario 18,Passed,K. Ergün,10.09.2026,SAP FI,General Ledger,REQ-1231,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68203,68203,41203,Asset Accounting – Finance scenario 19,Unexecuted,,,SAP FI,Asset Accounting,REQ-1231,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68204,68204,41204,Asset Accounting – Finance scenario 20,Unexecuted,,,SAP FI,Asset Accounting,REQ-1231,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68205,68205,41205,Accounts Payable – Finance scenario 21,Passed,L. Haas,14.09.2026,SAP FI,Accounts Payable,REQ-1231,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68206,68206,41206,Asset Accounting – Finance scenario 22,Passed,M. Brinkmann,09.09.2026,SAP FI,Asset Accounting,REQ-1232,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68207,68207,41207,General Ledger – Finance scenario 23,Failed,L. Haas,18.09.2026,SAP FI,General Ledger,REQ-1232,General Ledger requirement,GCSAP-2104
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68208,68208,41208,General Ledger – Finance scenario 24,Not Relevant,S. Weber,17.09.2026,SAP FI,General Ledger,REQ-1232,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68209,68209,41209,General Ledger – Finance scenario 25,Unexecuted,,,SAP FI,General Ledger,REQ-1232,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68210,68210,41210,General Ledger – Finance scenario 26,Unexecuted,,,SAP FI,General Ledger,REQ-1232,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68211,68211,41211,General Ledger – Finance scenario 27,Passed,R. Petrov,10.09.2026,SAP FI,General Ledger,REQ-1232,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68212,68212,41212,Accounts Payable – Finance scenario 28,Passed,A. Sylaj,08.09.2026,SAP FI,Accounts Payable,REQ-1232,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68213,68213,41213,General Ledger – Finance scenario 29,Failed,L. Haas,10.09.2026,SAP FI,General Ledger,REQ-1233,General Ledger requirement,GCSAP-2102
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68214,68214,41214,Asset Accounting – Finance scenario 30,Unexecuted,,,SAP FI,Asset Accounting,REQ-1233,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68215,68215,41215,Accounts Payable – Finance scenario 31,Passed,A. Sylaj,07.09.2026,SAP FI,Accounts Payable,REQ-1233,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68216,68216,41216,Asset Accounting – Finance scenario 32,Passed,A. Sylaj,10.09.2026,SAP FI,Asset Accounting,REQ-1233,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68217,68217,41217,Accounts Payable – Finance scenario 33,Passed,A. Sylaj,11.09.2026,SAP FI,Accounts Payable,REQ-1233,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68218,68218,41218,Asset Accounting – Finance scenario 34,Unexecuted,,,SAP FI,Asset Accounting,REQ-1233,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68219,68219,41219,General Ledger – Finance scenario 35,Unexecuted,,,SAP FI,General Ledger,REQ-1233,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68220,68220,41220,Accounts Payable – Finance scenario 36,Passed,L. Haas,18.09.2026,SAP FI,Accounts Payable,REQ-1234,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68221,68221,41221,General Ledger – Finance scenario 37,Passed,R. Petrov,17.09.2026,SAP FI,General Ledger,REQ-1234,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68222,68222,41222,General Ledger – Finance scenario 38,Passed,M. Brinkmann,17.09.2026,SAP FI,General Ledger,REQ-1234,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68223,68223,41223,Asset Accounting – Finance scenario 39,Passed,K. Ergün,15.09.2026,SAP FI,Asset Accounting,REQ-1234,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68224,68224,41224,Accounts Payable – Finance scenario 40,Passed,R. Petrov,11.09.2026,SAP FI,Accounts Payable,REQ-1234,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68225,68225,41225,General Ledger – Finance scenario 41,Passed,R. Petrov,14.09.2026,SAP FI,General Ledger,REQ-1234,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68226,68226,41226,Accounts Payable – Finance scenario 42,Passed,K. Ergün,14.09.2026,SAP FI,Accounts Payable,REQ-1234,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68227,68227,41227,General Ledger – Finance scenario 43,Passed,R. Petrov,07.09.2026,SAP FI,General Ledger,REQ-1235,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68228,68228,41228,General Ledger – Finance scenario 44,Failed,L. Haas,15.09.2026,SAP FI,General Ledger,REQ-1235,General Ledger requirement,GCSAP-2110
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68229,68229,41229,Accounts Payable – Finance scenario 45,Unexecuted,,,SAP FI,Accounts Payable,REQ-1235,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68230,68230,41230,General Ledger – Finance scenario 46,Passed,A. Sylaj,15.09.2026,SAP FI,General Ledger,REQ-1235,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68231,68231,41231,Asset Accounting – Finance scenario 47,Unexecuted,,,SAP FI,Asset Accounting,REQ-1235,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68232,68232,41232,Accounts Payable – Finance scenario 48,Unexecuted,,,SAP FI,Accounts Payable,REQ-1235,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68233,68233,41233,General Ledger – Finance scenario 49,Passed,M. Brinkmann,17.09.2026,SAP FI,General Ledger,REQ-1235,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68234,68234,41234,General Ledger – Finance scenario 50,Passed,L. Haas,10.09.2026,SAP FI,General Ledger,REQ-1236,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68235,68235,41235,General Ledger – Finance scenario 51,Unexecuted,,,SAP FI,General Ledger,REQ-1236,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68236,68236,41236,General Ledger – Finance scenario 52,Unexecuted,,,SAP FI,General Ledger,REQ-1236,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68237,68237,41237,Accounts Payable – Finance scenario 53,Passed,A. Sylaj,15.09.2026,SAP FI,Accounts Payable,REQ-1236,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68238,68238,41238,Asset Accounting – Finance scenario 54,Unexecuted,,,SAP FI,Asset Accounting,REQ-1236,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68239,68239,41239,General Ledger – Finance scenario 55,Unexecuted,,,SAP FI,General Ledger,REQ-1236,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68240,68240,41240,General Ledger – Finance scenario 56,Unexecuted,,,SAP FI,General Ledger,REQ-1236,General Ledger requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68241,68241,41241,Asset Accounting – Finance scenario 57,Unexecuted,,,SAP FI,Asset Accounting,REQ-1237,Asset Accounting requirement,
GC SAP Upgrade / QC1 / Finance / Team Finance,TR-68242,68242,41242,Accounts Payable – Finance scenario 58,Passed,S. Weber,15.09.2026,SAP FI,Accounts Payable,REQ-1237,Accounts Payable requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68243,68243,41243,Goods Receipt – Logistics scenario 01,Passed,K. Ergün,10.09.2026,SAP EWM,Goods Receipt,REQ-1238,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68244,68244,41244,Goods Receipt – Logistics scenario 02,Passed,K. Ergün,07.09.2026,SAP EWM,Goods Receipt,REQ-1238,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68245,68245,41245,Goods Issue – Logistics scenario 03,Passed,K. Ergün,17.09.2026,SAP EWM,Goods Issue,REQ-1238,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68246,68246,41246,Goods Issue – Logistics scenario 04,Unexecuted,,,SAP EWM,Goods Issue,REQ-1238,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68247,68247,41247,Goods Issue – Logistics scenario 05,Passed,R. Petrov,14.09.2026,SAP EWM,Goods Issue,REQ-1238,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68248,68248,41248,Inventory – Logistics scenario 06,Passed,R. Petrov,18.09.2026,SAP EWM,Inventory,REQ-1238,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68249,68249,41249,Goods Issue – Logistics scenario 07,Passed,M. Brinkmann,16.09.2026,SAP EWM,Goods Issue,REQ-1238,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68250,68250,41250,Goods Issue – Logistics scenario 08,Passed,R. Petrov,14.09.2026,SAP EWM,Goods Issue,REQ-1239,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68251,68251,41251,Goods Issue – Logistics scenario 09,Passed,K. Ergün,17.09.2026,SAP EWM,Goods Issue,REQ-1239,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68252,68252,41252,Goods Receipt – Logistics scenario 10,Passed,K. Ergün,14.09.2026,SAP EWM,Goods Receipt,REQ-1239,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68253,68253,41253,Inventory – Logistics scenario 11,Passed,K. Ergün,15.09.2026,SAP EWM,Inventory,REQ-1239,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68254,68254,41254,Goods Receipt – Logistics scenario 12,Passed,K. Ergün,18.09.2026,SAP EWM,Goods Receipt,REQ-1239,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68255,68255,41255,Inventory – Logistics scenario 13,Unexecuted,,,SAP EWM,Inventory,REQ-1239,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68256,68256,41256,Goods Receipt – Logistics scenario 14,Failed,K. Ergün,11.09.2026,SAP EWM,Goods Receipt,REQ-1239,Goods Receipt requirement,GCSAP-2103
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68257,68257,41257,Inventory – Logistics scenario 15,Unexecuted,,,SAP EWM,Inventory,REQ-1240,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68258,68258,41258,Goods Receipt – Logistics scenario 16,Unexecuted,,,SAP EWM,Goods Receipt,REQ-1240,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68259,68259,41259,Inventory – Logistics scenario 17,Unexecuted,,,SAP EWM,Inventory,REQ-1240,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68260,68260,41260,Goods Receipt – Logistics scenario 18,Passed,M. Brinkmann,16.09.2026,SAP EWM,Goods Receipt,REQ-1240,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68261,68261,41261,Goods Issue – Logistics scenario 19,Blocked,S. Weber,10.09.2026,SAP EWM,Goods Issue,REQ-1240,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68262,68262,41262,Goods Issue – Logistics scenario 20,Passed,A. Sylaj,14.09.2026,SAP EWM,Goods Issue,REQ-1240,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68263,68263,41263,Goods Receipt – Logistics scenario 21,Passed,K. Ergün,11.09.2026,SAP EWM,Goods Receipt,REQ-1240,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68264,68264,41264,Goods Issue – Logistics scenario 22,Unexecuted,,,SAP EWM,Goods Issue,REQ-1241,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68265,68265,41265,Goods Receipt – Logistics scenario 23,Unexecuted,,,SAP EWM,Goods Receipt,REQ-1241,Goods Receipt requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68266,68266,41266,Goods Issue – Logistics scenario 24,Passed,R. Petrov,14.09.2026,SAP EWM,Goods Issue,REQ-1241,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68267,68267,41267,Inventory – Logistics scenario 25,Passed,L. Haas,08.09.2026,SAP EWM,Inventory,REQ-1241,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68268,68268,41268,Inventory – Logistics scenario 26,Unexecuted,,,SAP EWM,Inventory,REQ-1241,Inventory requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68269,68269,41269,Goods Issue – Logistics scenario 27,Unexecuted,,,SAP EWM,Goods Issue,REQ-1241,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68270,68270,41270,Goods Issue – Logistics scenario 28,Not Relevant,M. Brinkmann,18.09.2026,SAP EWM,Goods Issue,REQ-1241,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68271,68271,41271,Goods Issue – Logistics scenario 29,Passed,M. Brinkmann,10.09.2026,SAP EWM,Goods Issue,REQ-1242,Goods Issue requirement,
GC SAP Upgrade / QC1 / Logistics / Team Logistics,TR-68272,68272,41272,Inventory – Logistics scenario 30,Unexecuted,,,SAP EWM,Inventory,REQ-1242,Inventory requirement,
